Genre,Reports,Age,Gpa,Year,Count,Gender,Translate
International student experiences,"8. ""I think it would be helpful if the university provided more resources for international students who are struggling with language or cultural barriers. Maybe a mentorship program or support group.""",17,0.3,3,1,M,"8. ""Saya pikir akan sangat membantu jika universitas menyediakan lebih banyak sumber daya bagi mahasiswa internasional yang mengalami kendala bahasa atau budaya. Mungkin program bimbingan atau kelompok dukungan."""
International student experiences,"9. ""As a domestic student, I sometimes feel guilty that I don't know more about other cultures and languages. I wish there were more opportunities for me to learn and engage with international students.""",25,3.94,5,1,M,"9. ""Sebagai pelajar domestik, saya terkadang merasa bersalah karena saya tidak tahu lebih banyak tentang budaya dan bahasa lain. Saya berharap ada lebih banyak kesempatan bagi saya untuk belajar dan berinteraksi dengan pelajar internasional."""
International student experiences,"10. ""I've had some great conversations and learned a lot from international students, but it can still be frustrating when we can't fully communicate. I think the university should invest more in language and culture education for all students.""",26,2.56,3,1,M,"10. ""Saya telah melakukan percakapan yang menyenangkan dan belajar banyak dari mahasiswa internasional, namun tetap saja membuat frustasi ketika kita tidak dapat berkomunikasi sepenuhnya. Saya pikir universitas harus berinvestasi lebih banyak dalam pendidikan bahasa dan budaya untuk semua mahasiswa."""
International student experiences,"11. ""I feel like I'm missing out on some of the benefits of a diverse student body because I can't fully connect with international students. It would be great if there were more opportunities for us to interact and learn from each other.""",18,3.39,2,1,M,"11. ""Saya merasa kehilangan beberapa manfaat dari keberagaman mahasiswa karena saya tidak dapat sepenuhnya terhubung dengan mahasiswa internasional. Alangkah baiknya jika ada lebih banyak kesempatan bagi kita untuk berinteraksi dan belajar dari satu sama lain. ."""
International student experiences,"12. ""I think it's important for the university to prioritize language and cultural diversity in its recruitment efforts. We need more international students and domestic students from diverse backgrounds to create a truly inclusive community.""",19,0.85,5,1,F,12. “Saya pikir penting bagi universitas untuk memprioritaskan keragaman bahasa dan budaya dalam upaya perekrutannya. Kita membutuhkan lebih banyak mahasiswa internasional dan mahasiswa domestik dari berbagai latar belakang untuk menciptakan komunitas yang benar-benar inklusif.”
International student experiences,"13. ""It can be difficult to navigate social situations with international students because there are often cultural norms and expectations that I'm not familiar with. I wish there were more resources available to help bridge these gaps.""",19,3.19,4,1,F,"13. ""Sulit untuk menavigasi situasi sosial dengan pelajar internasional karena sering kali ada norma dan ekspektasi budaya yang tidak saya pahami. Saya berharap ada lebih banyak sumber daya yang tersedia untuk membantu menjembatani kesenjangan ini."""
International student experiences,"14. ""I think it's important for the university to create a welcoming and inclusive environment for all students, regardless of their language or cultural background. We should celebrate our differences and learn from each other.""",22,3.14,3,1,M,"14. ""Saya pikir penting bagi universitas untuk menciptakan lingkungan yang ramah dan inklusif bagi semua mahasiswa, terlepas dari bahasa atau latar belakang budaya mereka. Kita harus merayakan perbedaan kita dan belajar dari satu sama lain."""
International student experiences,"15. ""Sometimes I feel like there's a divide between international and domestic students, and it's hard to bridge that gap. I think the university should do more to encourage and facilitate cross-cultural interactions.""",16,1.58,1,1,F,"15. ""Kadang-kadang saya merasa ada kesenjangan antara mahasiswa internasional dan domestik, dan sulit untuk menjembatani kesenjangan tersebut. Saya pikir universitas harus berbuat lebih banyak untuk mendorong dan memfasilitasi interaksi lintas budaya."""
International student experiences,"16. ""I've noticed that some international students struggle with homesickness and feeling isolated. It would be great if the university provided more resources and support for these students.""",26,1.23,2,1,F,"16. ""Saya memperhatikan bahwa beberapa mahasiswa internasional bergumul dengan rasa rindu akan kampung halaman dan merasa terisolasi. Akan sangat bagus jika universitas menyediakan lebih banyak sumber daya dan dukungan untuk para mahasiswa ini."""
International student experiences,"17. ""I think it would be helpful if the university offered more language courses for students who want to learn a new language. This would not only help international students, but also domestic students who are interested in language and culture.""",25,2.15,4,1,F,"17. ""Saya pikir akan sangat membantu jika universitas menawarkan lebih banyak kursus bahasa bagi mahasiswa yang ingin belajar bahasa baru. Hal ini tidak hanya akan membantu mahasiswa internasional, tetapi juga mahasiswa domestik yang tertarik dengan bahasa dan budaya."""
International student experiences,"18. ""I appreciate the diversity on campus, but sometimes it can be hard to navigate the different cultural norms and expectations. It would be great if the university provided more education and awareness around these issues.""",18,1.57,1,1,M,"18. ""Saya menghargai keberagaman di kampus, namun terkadang sulit untuk menavigasi norma dan ekspektasi budaya yang berbeda. Akan sangat bagus jika universitas memberikan lebih banyak pendidikan dan kesadaran seputar isu-isu ini."""
International student experiences,"19. ""I think it's important for the university to provide opportunities for international students to share their cultures and traditions",22,01.01,1,1,M,19. “Saya pikir penting bagi universitas untuk memberikan kesempatan bagi mahasiswa internasional untuk berbagi budaya dan tradisi mereka
International student experiences,"1. ""I find it difficult to communicate with my peers who are from different countries. Sometimes, I struggle to understand their accents or the way they express themselves.""",17,3.61,4,1,F,"1. ""Saya merasa sulit berkomunikasi dengan teman-teman saya yang berasal dari negara berbeda. Terkadang, saya kesulitan memahami aksen mereka atau cara mereka mengekspresikan diri."""
International student experiences,"2. ""As an international student, I often feel left out in group activities as most students prefer to converse in their native language.""",22,0.55,4,1,F,"2. ""Sebagai pelajar internasional, saya sering merasa tersisih dalam kegiatan kelompok karena sebagian besar pelajar lebih memilih untuk berkomunikasi dalam bahasa ibu mereka."""
International student experiences,"3. ""It can be frustrating to constantly have to explain my cultural background to others, especially when they don't seem interested in understanding.""",17,0.62,2,1,F,"3. ""Sungguh membuat frustasi jika terus-menerus harus menjelaskan latar belakang budaya saya kepada orang lain, terutama ketika mereka tampaknya tidak tertarik untuk memahaminya."""
International student experiences,"4. ""I wish there were more opportunities to learn about different cultures and interact with students from diverse backgrounds.""",21,1.78,3,1,F,4. “Saya berharap ada lebih banyak kesempatan untuk belajar tentang budaya yang berbeda dan berinteraksi dengan siswa dari latar belakang yang berbeda.”
International student experiences,"5. ""The language barrier can make it hard to participate in class discussions, which can be isolating.""",21,2.28,4,1,F,"5. ""Hambatan bahasa dapat mempersulit partisipasi dalam diskusi kelas, yang dapat menyebabkan isolasi."""
International student experiences,"6. ""I often feel like an outsider in social situations, as I struggle to connect with others due to cultural differences.""",20,2.16,1,1,F,"6. ""Saya sering merasa seperti orang asing dalam situasi sosial, karena saya kesulitan berhubungan dengan orang lain karena perbedaan budaya."""
International student experiences,"7. ""It would be great if the university could organize more events that celebrate cultural diversity and promote inclusivity.""",16,2.49,2,1,F,7. “Akan sangat bagus jika universitas dapat menyelenggarakan lebih banyak acara yang merayakan keragaman budaya dan mendorong inklusivitas.”
International student experiences,"8. ""As an international student, I sometimes feel like I'm being judged based on stereotypes and misconceptions about my home country.""",23,1.8,3,1,M,"8. ""Sebagai pelajar internasional, terkadang saya merasa dihakimi berdasarkan stereotip dan kesalahpahaman tentang negara asal saya."""
